headline,content,average_polarity,tag
Κορονοϊός: Οδηγίες Χαρδαλιά για ασθενείς που έρχονται στην Αθήνα για ακτινοθεραπείες,"Οδηγίες για τους ασθενείς που έρχονται από την επαρχία στην Αθήνα για ακτινοθεραπείες έδωσε ο υφυπουργός Πολιτικής Προστασίας, Νίκος Χαρδαλιάς, κατά ...",0.064,neutral
Κορονοϊός: Σε καραντίνα οίκος ευγηρίας στη Νέα Μάκρη | ΑΘΗΝΑ984,"Σε καραντίνα τέθηκε με απόφαση του υφυπουργού Πολιτικής Προστασίας και Διαχείρησης Κρίσεων, Νίκου Χαρδαλιά ο οίκος ευγηρίας, που βρίσκεται στη Νέα ...",-0.31245,negative
Κορονοϊός: Χάρτης της επιδημίας στην Ελλάδα - Ποιες περιοχές έχουν τα περισσότερα κρούσματα,"Την εξέλιξη της επιδημίας του κορονοϊού στην Ελλάδα αποτυπώνει η νέα ""Ημερήσια έκθεση"" του ΕΟΔΥ.",0.0,neutral
Κορονοϊός: H κίνηση αυτή της Μαίρης Συνατσάκη και της Αθηνάς Οικονομάκου... πολύ μας συγκίνησε!,"Εδώ και έναν χρόνο η Αθηνά Οικονομάκου, μαζί με την Μαίρη Συνατσάκη, έχουν δημιουργήσει τη δική τους σειρά ρούχων, το «Project SOMA». Τα κορίτσια ...",0.125,neutral
Κορονοϊός: 124 νεκροί στην Ελλάδα - Εξέπνευσαν μέσα σε λίγες ώρες τρεις ασθενείς σε Αθήνα και Θεσσαλονίκη,Στους 124 ανέρχεται ο αριθμός των νεκρών από κορονοϊό στην Ελλάδα.,-0.28569999999999995,neutral
"Κορονοϊός: Ξεπέρασαν τα 3 εκατομμύρια τα κρούσματα παγκοσμίως, πάνω από 209.000 οι νεκροί","Πάνω από 3 εκατομμύρια κρούσματα μόλυνσης από τον νέο κορονοϊό είχαν καταγραφεί σε όλο τον πλανήτη, εκ των οποίων σχεδόν το 80% στην Ευρώπη και τις ...",-0.33855,negative
"Ελβετία-κορονοϊός: Στους 1.059 οι νεκροί, πάνω από 27.000 τα κρούσματα","Ο αριθμός των θανάτων από την COVID-19 στην Ελβετία αυξήθηκε στους 1.059 θανάτους, από τους 1.017 θανάτους που είχαν ανακοινωθεί χθες, σύμφωνα με ...",-0.15429999999999996,neutral
Χαρδαλιάς:Από τη Δευτέρα ο κορονοϊός θα είναι παρών,"Ο υφυπουργός Πολιτικής Προστασίας Νίκος Χαρδαλιάς προειδοποίησε πως τη Δευτέρα περνούμε σε μία νέα φάση της επιδημίας, αλλά με τον «αόρατο εχθρό», ...",-0.3715,negative
Άδεια η Βαρβάκειος: Ο κορονοϊός «χτύπησε» και τη Δημοτική Αγορά της Αθήνας,Μια αλλιώτικη εικόνα θα αντικρίσει όποιος βρεθεί στη Βαρβάκειο Αγορά. Λίγες ημέρες πριν το Πάσχα και οι καταναλωτές που επισκέπτονται τη Κεντρική Δημοτική ...,-0.08895,neutral
ΠΟΥ: Ο νέος κορονοϊός είναι φυσικής προέλευσης,"Ο Παγκόσμιος Οργανισμός Υγείας διατύπωσε την εκτίμηση ότι ο νέος κορονοϊός είναι ""φυσικής προέλευσης"", την ώρα που ο πρόεδρος των ΗΠΑ Ντόναλντ Τραμπ ...",0.3612,neutral
Αθηνά Αντωνιάδου: Greece think tank - Covid-19 η επόμενη μέρα!,Είναι κοινώς αποδεκτό πως η πανδημία COVID-19 παρουσιάζει μια άνευ προηγουμένου πρόκληση σε παγκόσμιο επίπεδο. Είναι βέβαιο πως αυτή η πολυεπίπεδη ...,0.27115,neutral
H Athens Voice επιστρέφει'u200b: Το πρώτο τεύχος της post covid-19 εποχής,Το νέο τεύχος της Athens Voice κυκλοφορεί την Τετάρτη 6 Μαΐου 2020: Μια ειδική έκδοση-αφιερωμένη σε όλα ζήσαμε στο πρωτοφανές lockdown.,0.2294,neutral
"Ο ΝΙΚΟΣ ΣΥΨΑΣ ΣΤΟΝ ΑΘΗΝΑ 9.84: «Ευελπιστώ ότι το εμβόλιο κατά του covid-19, θα είναι διαθέσιμο εντός του 2021","Αισιόδοξος ότι θα βρεθεί εμβόλιο κατά του covid-19 μέσα στον επόμενο χρόνο, δήλωσε ο καθηγητής Παθολογικής Φυσιολογίας Λοιμώξεων του ΕΚΠΑ, Νίκος ...",0.37929999999999997,neutral
"COVID-19: Ξεκίνησαν τους ελέγχους 25 κινητές ομάδων του ΕΟΔΥ σε Αθήνα, Θεσσαλονίκη, Καρδίτσα και φυλακές Δομοκού","Share on FacebookShare on Twitter. Σε Αθήνα, Θεσσαλονίκη, Καρδίτσα και φυλακές Δομοκού ξεκίνησαν οι πρώτες 25 Κινητές Ομάδες ΕΟΔΥ για την ...",0.148,neutral
Covid-19: Παρατείνεται η απαγόρευση κυκλοφορίας έως 15 Ιουνίου στον Ισημερινό,Η κυβέρνηση του Ισημερινού παρέτεινε ως τη 15η Ιουνίου την κατάσταση εξαίρεσης η οποία της επιτρέπει τον περιορισμό του πληθυσμού και την επιβολή ...,-0.05135,neutral
Covid-19: Ανοδος σοκ με 600 νέα θύματα στην Βραζιλία,"Σύμφωνα με τις αρχές, αναφέρθηκαν 600 θάνατοι σε ένα 24ωρο και 6.935 επιβεβαιωμένα νέα κρούσματα μόλυνσης από τον κορονοϊό.",-0.2997,neutral
Covid-19: Η Γερμανία ανοίγει μέσα στον Μάιο τα σχολεία και τα καταστήματα σε όλη τη χώρα,"Όλα τα καταστήματα και τα σχολεία στη Γερμανία θα ανοίξουν μέσα στον Μάιο, σύμφωνα με προσχέδιο συμφωνίας της ομοσπονδιακής κυβέρνησης και των ...",0.24695,neutral
Ο «Μικρός Covid 19» - Ένα animation με πρωταγωνιστή τον Σωτήρη Τσιόδρα,"Ένα animation βίντεο με πρωταγωνιστή τον Σωτήρη Τσιόδρα, «Ο Μικρός Covid 19», έρχεται για να εξηγήσει στα παιδιά τι είναι ο κορωνοϊός.",0.0,neutral
Πρωτομαγιά στην Αθήνα του COVID 19.Τίποτα δεν χαρίζεται!,"της ΕΥΓΕΝΙΑΣ ΗΛΙΟΠΟΥΛΟΥ Οι συνήθειες είναι η δεύτερη φύση μας. Πάνω από 50 χρόνια η Πρωτομαγιά για εμένα αποτελεί ένα έναυσμα για αναλύσεις, σκέψεις.",0.0,neutral
Covid-19: Ο ΟΗΕ ζητάει την προστασία των ατόμων με αναπηρία που πλήττονται από την πανδημία,"Αποκρυσταλλώνοντας το μήνυμά του, ο γενικός γραμματέας δηλώνει ότι όταν διασφαλίζουμε τα δικαιώματα των ατόμων με αναπηρία, επενδύουμε στο κοινό μας ...",0.11434999999999998,neutral
Covid-19: Αυξάνονται τα θύματα και στο Μεξικό,Ο απολογισμός της πανδημίας έφθασε έτσι τους 2.507 θανάτους επί συνόλου 26.025 επιβεβαιωμένων κρουσμάτων μόλυνσης.,0.02555,neutral
Covid-19: Πάνω από 1.300 επιπλέον νεκροί στις ΗΠΑ,"Μειωμένο απολογισμό θυμάτων του κορονοϊού σε ένα 24ωρο είχαν οι ΗΠΑ. Σύμφωνα με τα στοιχεία του πανεπιστημίου Τζονς Χόπκινς, το τελευταίο 24ωρο ...",-0.1591,neutral
Covid-19: Σταθερά χαμηλά τα κρούσματα στη Κίνα,Η Εθνική Επιτροπή Υγείας της Κίνας ανακοίνωσε σήμερα ότι το τελευταίο 24ωρο αναφέρθηκαν 2 νέα κρούσματα μόλυνσης από τον κορονοϊό.,-0.1366,neutral
Μινωικές: Έκπτωση 50% για το προσωπικό των ΜΕΘ 13 Νοσοκομείων αναφοράς Covid-19 | naftemporiki.gr,Έκπτωση 50% «στους ανθρώπους που συμμετέχουν με όλες τους τις δυνάμεις στην εθνική προσπάθεια για την αντιμετώπιση της υγειονομικής κρίσης» ...,-0.31245,negative
Covid-19: Υπό κράτηση όσοι παραβιάζουν την καραντίνα στον Ελ Σαλβαδόρ,Οι αρχές του Σαλβαδόρ θέτουν υπό κράτηση όσους κατηγορούν για την παραβίαση της υποχρεωτικής καραντίνας στο σπίτι που επέβαλε με διάταγμα ο πρόεδρος ...,-0.64795,negative
Κορωνοϊός - Χαρδαλιάς: Συναγερμός σε δύο δομές υγείας στην Αθήνα για κρούσματα Covid - 19,"Ο υφυπουργός Πολιτικής Προστασίας, Νίκος Χαρδαλιάς, ανακοίνωσε το απόγευμα της Πέμπτης πως στο Υπουργείο Υγείας και ειδικότερα στον ΕΟΔΥ έχει ...",-0.10600000000000001,neutral
"Ποιοι κήποι, πάρκα και λόφοι είναι και πάλι προσβάσιμοι για τους Αθηναίους;",Με τη σταδιακή άρση των μέτρων αναρίθμητα πάρκα και χώροι πρασίνου στην Αθήνα γίνονται ξανά προσβάσιμοι για έναν περίπατο-monopoli.gr-Επίκαιρα.,0.0,neutral
Covid-19: Κανένα κρούσμα στη Νέα Ζηλανδία,"Οι υγειονομικές αρχές της Νέας Ζηλανδίας την ίδια ώρα, δεν κατέγραψαν κανένα νέο κρούσμα μόλυνσης από τον κορονοϊό το προηγούμενο εικοσιτετράωρο για ...",-0.148,neutral
Covid-19: Μειώνονται τα κρούσματα και στη Βόρεια Μακεδονία- 85 οι νεκροί στην χώρα,Μειώνεται σταθερά τις τελευταίες ημέρες ο αριθμός των επιβεβαιωμένων κρουσμάτων του κορονοϊού στη Βόρεια Μακεδονία. Τις τελευταίες 24 ώρες ...,-0.28569999999999995,neutral
"Covid-19: Σχεδόν 250.000 οι νεκροί παγκοσμίως -Ξεπέρασαν τα 3,5 εκατομμύρια τα κρούσματα","Η πανδημία του κορονοϊού έχει στοιχίσει τη ζωή σε τουλάχιστον 249.372 ανθρώπους σε όλον τον κόσμο, σύμφωνα με τον απολογισμό που συντάσσει το Γαλλικό ...",-0.6428,negative
Covid-19: Κάτοικοι στην Ονδούρα εμποδίζουν την ταφή θυμάτων που μολύνθηκαν από τον ιό,"Όπως είπε ο υφυπουργός Υγείας της Ονδούρας, ο Ρομπέρτο Κοσένσα, φοβούνται πως θα μολυνθούν και οι ίδιοι και εμποδίζουν την μεταφορά θυμάτων.",-0.6597,negative
Covid-19: Ο Π.Ο.Υ. συνιστά αυστηρούς ελέγχους σε θεραπείες της παραδοσιακής ιατρικής στην Αφρική,O Παγκόσμιος Οργανισμός Υγείας για την Αφρική συνέστησε νέες θεραπευτικές αγωγές που να υποβάλλονται σε αυστηρούς ελέγχους πριν από τις δοκιμές τους.,-0.02345,neutral
Covid-19: Το Λουξεμβούργο ανακοινώνει τη σταδιακή επιστροφή στην «κοινωνική ζωή» από τις 11 Μαΐου,"Οι κανόνες της κοινωνικής αποστασιοποίησης και μέτρα προστασίας όπως η χρήση μάσκας, εξακολουθούν να ισχύουν ενώ το μικρό κράτος.",0.0,neutral
"Covid-19: Τρία κρούσματα, όλα «εισαγόμενα» στην Κίνα",Η Εθνική Επιτροπή Υγείας της Κίνας ανακοίνωσε σήμερα ότι ως τα μεσάνυχτα της Κυριακής δεν της αναφέρθηκε κανένα νέο κρούσμα μετάδοσης του κορονοϊού ...,-0.148,neutral
ΗΠΑ-Covid-19: Ξεπέρασαν τις 70.000 οι θάνατοι,"Οι θάνατοι εξαιτίας του νέου κορονοϊού στις ΗΠΑ ξεπέρασαν τις 70.000, με τον αριθμό των κρουσμάτων να φτάνει τo 1,19 εκατομμύριο, σύμφωνα με το ...",0.1366,neutral
38 φωτογραφίες από Σαββατόβραδο με Covid-19 στην Αθήνα,menoumespiti: Φωτογραφίες από το κέντρο της Αθήνας τις μέρες της καραντίνας λόγω του κορωνοϊου.,0.0,neutral
Covid-19: 93 θάνατοι στο Μεξικό,Το υπουργείο Υγείας του Μεξικού ανακοίνωσε πως κατέγραψε άλλους 93 θανάτους ασθενών που υπέκυψαν τον κορονοϊό και 1.383 επιβεβαιωμένα κρούσματα ...,-0.2787,neutral
Covid-19: 43 θάνατοι το τελευταίο 24ωρο στη Γερμανία,Σε 43 ανήλθε το τελευταίο εικοσιτετράωρο ο αριθμός των θανάτων στη Γερμανία εξαιτίας του κορονοϊού.,0.0386,neutral
Χαλάει ο καιρός: Έρχονται βροχές και καταιγίδες - Κακοκαιρία και στην Αθήνα,"Κακοκαιρία σε ολόκληρη σχεδόν τη χώρα, με βροχές και καταιγίδες, προβλέπεται για αύριο, Τετάρτη 6 Μαΐου.",0.0,neutral
ΗΠΑ-Covid-19: Η Airbnb απολύει το 25% των εργαζομένων της,"Ο διευθύνων σύμβουλος της Airbnb, η οποία έχει δεχθεί σφοδρό πλήγμα από την πανδημία του νέου κορονοϊού και των μέτρων απαγόρευσης, ανακοίνωσε ...",0.0,neutral
Η επίδραση της πανδημίας COVID-19 επηρέασε και τον κλάδο της θεσμικής διαχείρισης,"ΕΛΛΗΝΙΚΗ ΕΝΩΣΗ ΔΙΑΧΕΙΡΙΣΤΩΝ ΣΥΛΛΟΓΙΚΩΝ ΕΠΕΝΔΥΣΕΩΝ ΚΑΙ ΠΕΡΙΟΥΣΙΑΣ Βαλαωρίτου 9, 106 71 Αθήνα Τηλ.: 210 3628580. Fax: 210 36 16968",-0.07655,neutral
Covid-19: Η Γαλλία δεν επιβάλλει καραντίνα σε πολίτες Σένγκεν,"Η Γαλλία δεν θα επιβάλει το μέτρο της καραντίνας «σε οποιοδήποτε πρόσωπο, οποιασδήποτε ιθαγένειας, που προέρχεται από την ΕΕ, τη ζώνη Σένγκεν και τη ...",0.2235,neutral
Covid-19: 657 κρούσματα στην Σιγκαπούρη,"Ο αριθμός των θανάτων είναι υπερβολικά μικρός στη χώρα (18), αλλά τα κρούσματα έχουν φτάσει ήδη τα 18.205. Ο νέος θάνατος ήταν μιας 86χρονης.",-0.3404,negative
Covid-19: Η Αλγερία κλείνει ξανά τα καταστήματά της,"Η κυβέρνηση αναγκάστηκε να κλείσει εκ νέου τα εμπορικά καταστήματα σε πολλές πόλεις της χώρας, συμπεριλαμβανομένης της πρωτεύουσας, της πόλης του ...",-0.2294,neutral
Η Στέγη Ιδρύματος Ωνάση σκιαγραφεί την Αθήνα της μετά κορωνοϊού εποχής,Μια ανοιχτή πρόσκληση για την αποτύπωση της ζωής μετά την πανδημία μέσω μιας δημιουργικής αναζήτησης διάρκειας τεσσάρων εβδομάδων.,0.2202,neutral
Covid-19: Ραγδαία αύξηση των κρουσμάτων μετά τη χαλάρωση των μέτρων στην Νότια Αφρική,"Τα 447 κρούσματα είναι ο υψηλότερος αριθμός ο οποίος έχει καταγραφεί από την 5η Μαρτίου, όταν επιβεβαιωνόταν η πρώτη περίπτωση μόλυνσης στη χώρα.",0.384,neutral
Covid-19: Ο Τριντό δεν ξέρει αν θα στείλει παιδιά του στο σχολείο φέτος,Ο Καναδός πρωθυπουργός Τζάστιν Τριντό παραδέχθηκε χθες ότι δεν γνωρίζει αν θα στείλει ξανά τα παιδιά του στο σχολείο αυτή τη σχολική χρονιά.,0.05135,neutral
Covid-19: Η ΕΕ ενέκρινε την ενίσχυση της Air France με ποσό 7 δισ. ευρώ από το γαλλικό δημόσιο,Η Ευρωπαϊκή Ένωση ενέκρινε σήμερα το σχέδιο της κυβέρνησης της Γαλλίας να χορηγήσει κρατική ενίσχυση 7 δισεκατομμυρίων ευρώ στην Air France.,0.53505,positive
Αυτοάνοσα νοσήματα και κορωνοϊός,"Σύμφωνα με τα έως τώρα δεδομένα, μέχρι στιγμής δεν υπάρχει σαφής σύνδεση μεταξύ αυτοανοσίας και λοίμωξης COVID-19.",-0.1462,neutral
Νερό και καθαριότητα το διάστημα της πανδημίας COVID-19.,Τελευταία Ενημέρωση: 06/05/2020 - 9:07. Αθηνά Μαυρίδου:Τι πρέπει να προσέξουμε σε σχέση με το νερό και την καθαριότητα το διάστημα της πανδημίας ...,0.0,neutral
Covid-19: Ξεκινά την Παρασκευή η χαλάρωση των περιοριστικών μέτρων στην Καλιφόρνια,"Οι αρχές της Καλιφόρνιας, της πρώτης αμερικανικής πολιτείας η οποία επέβαλε περιορισμό στην κίνηση των πολιτών για να αποτρέψει την εξάπλωση του ...",0.23754999999999998,neutral
SAS: Ειδικός κύκλος δωρεάν Virtual Sessions για την απάντηση στον Covid-19,"Το Business News προσφέρει καθημερινή ενημέρωση και ανάλυση για τις επιχειρήσεις, τις επενδύσεις, τα startups και όλους τους κλάδους στην ελληνική and; διεθνή ...",0.2553,neutral
Έρευνα: Οι 200 μεταλλάξεις του κορωνοϊού και ο «ασθενής μηδέν»,Φως στην εξέλιξη του κορωνοϊού από διεθνή μελέτη. Πώς βοηθά τους επιστήμονες που ετοιμάζουν νέα αντιικά φάρμακα και εμβόλια;,0.1909,neutral
Covid-19: Σοκάρει η κερδοσκοπία με τις μάσκες,Διαφορές μέχρι και 6.000% έχουν οι μάσκες κατά του κορωνοϊού που προμηθεύονται νοσοκομεία αλλά και άλλοι φορείς! Αυτό αποκαλύπτεται από σειρά ...,-0.07655,neutral
Οδηγός επιβίωσης στη νέα καθημερινότητα με τον COVID-19,"Οι μάσκες είναι πλέον υποχρεωτικό αξεσουάρ, και η ατομική υπευθυνότητα γίνεται ο νέος, άγραφος κώδικας δεοντολογίας για να ξανασυνθέσουμε το παζλ της ...",0.0,neutral
Έκτακτη επικαιρότητα για τη θεραπεία της νόσου COVID-19,Σύμφωνα με μελέτη οι ασθενείς που έλαβαν tocilizumab παρουσίασαν σημαντική βελτίωση σε σχέση με το σκέλος της μελέτης όπου οι ασθενείς δεν έλαβαν ...,0.29295,neutral
Eθνική Τράπεζα: Online εκδήλωση για την αξιολόγηση του οικονομικού αντίκτυπου του COVID-19,Διαδικτυακή Εκδήλωση «Αξιολόγηση του οικονομικού αντίκτυπου του COVID-19». Διαδικτυακή εκδήλωση με θέμα «Αξιολόγηση του οικονομικού αντίκτυπου του ...,0.0,neutral
Τα YOLO της Τετάρτης 06.05.2020,"Αστεία memes, ατάκες, YOLO βίντεο, virals που ανέβηκαν στο διαδίκτυο και μας έκαναν να γελάσουμε.",0.54785,positive
Ο ρόλος των γενετικών αλλαγών στη θεραπεία του COVID-19,"Φαρμακογενετική και Ιατρική Ακριβείας στην εποχή του κορωνοϊού - Περίοδοι κρίσεων, όπως η παρούσα πανδημία του COVID-19, συνεχίζει «μας υπενθυμίζουν ...",-0.31245,negative
Έπος: Ο Σωτήρης Τσιόδρας σε ταινία κοινουμένων σχεδίων… με τον «μικρό Covid-19»,"Έμπνευση υπήρξε με τον Σωτήρη Τσιόδρα, ο οποίος πρωταγωνιστεί σε μια ταινία κινουμένων σχεδίων με τον «μικρό Covid-19»! Δείτε εδώ!",0.29185,neutral
ΕΚΠΑ και ΕΟΔΥ εντοπίζουν τον κορωνοϊό με νέα μέθοδο,Νέα μέθοδο επιδημιολογίας λυμάτων για τον εντοπισμό του κορωνοϊού αναπτύσσουν ΕΚΠΑ και ΕΟΔΥ.,0.0,neutral
"COvid-19 : Ξεπέρασαν τα 3,5 εκατομμύρια τα κρούσματα παγκοσμίως","Ο αριθμός των κρουσμάτων μόλυνσης από τον CΟvid-19 ξεπέρασε τα 3,5 εκατομμύρια χθες Κυριακή, με το σύνολο να ανέρχεται σε 3.502.126.",0.0386,neutral
ΠΟΥ-ΕΕ-Covid-19: Ο επικεφαλής του ΠΟΥ προτρέπει τον κόσμο να ενωθεί για να καταπολεμήσει την πανδημία,Ο επικεφαλής του Παγκόσμιου Οργανισμού Υγείας προέτρεψε σήμερα όλον τον κόσμο να ενωθεί για να καταπολεμήσει τον νέο κορονοϊό.,-0.3609,negative
Νίκαια: «Ανυπόστατα» τα περί απόκρυψης ασθενών με Covid-19,"Πώς απαντά ο αναπληρωτής διοικητής του νοσοκομείου Νίκαιας, Αναστάσιος Μύτογλου, στις καταγγελίες περί απόκρυψης νοσούντων με κορωνοϊό.",0.4215,neutral
"ΕΕ-Covid-19: Συγκεντρώθηκαν 7,4 δισεκ. ευρώ, στον «μαραθώνιο δωρητών» για την ανάπτυξη εμβολίου και θεραπείας για τον νέο κορονοϊό","Η Μαντόνα, ο Μπιλ και η Μελίντα Γκέιτς, πρίγκιπες, ένας βασιλιάς, πρόεδροι και αρχηγοί κρατών συμμετείχαν σήμερα στον παγκόσμιο διαδικτυακό μαραθώνιο ...",0.0,neutral
Vegan «θαύμα» ή ο Covid-19 έσωσε 500.000 αρνάκια,Σκέψεις και αναμνήσεις με αφορμή την ημέρα μιας διαφορετικής Κυριακής του Πάσχα.,0.21075,neutral
"Covid-19: Πάνω από 3,44 εκατ. κρούσματα έχουν καταγραφεί σε όλο τον κόσμο - Ξεπέρασαν τους 243.000 οι θάνατοι","Περισσότερα από 3,44 εκατομμύρια κρούσματα που νέου κορονοϊού έχουν καταγραφεί σε όλο τον κόσμο, ενώ 243.015 άνθρωποι έχουν χάσει τη ζωή τους,",-0.1591,neutral
100.000 ευρώ από τη Menarini στο ΕΣΥ για την αντιμετώπιση του COVID19,"Σε δωρεά χρηματικού ποσού 100.000 ευρώ, προχώρησε η Menarini Hellas για την άμεση κάλυψη αναγκών του Εθνικού Συστήματος Υγείας προκειμένου να ...",0.20095,neutral
Τι είναι τελικά ο κρίσιμος δείκτης «RO»,Ο δείκτης «RO» είναι ουσιαστικά ο ρυθμός μετάδοσης του κορωνοϊού και κρίνει σε μεγάλο βαθμό την εξέλιξη της πανδημίας - Η αναφορά του Τσιόδρα.,0.0,neutral
Covid-19: Το Λος Αντζελες ξεκινά δωρεάν τα τεστ για τον ιό στους κατοίκους,Η πόλη του Λος Αντζελες θα είναι η πρώτη στις ΗΠΑ που θα κάνει δωρεάν τα τεστ του κορονοϊού στους κατοίκους της.,0.5106,positive
"Ο COVID-19, αφορμή για φωτογραφικό flashback στην Ελλάδα της κρίσης",Η Ελληνίδα φωτογράφος Μαρία Μαυροπούλου μοιράζεται τη συλλογή που είχε δημιουργήσει την περίοδο 2014-2016 μαζί με ένα μήνυμα για την έξοδο από κάθε ...,-0.04910000000000003,neutral
COVID-19: Θετική με ήπια συμπτώματα φιλοξενούμενη σε δομή στο Κρανίδι,Οι γιατροί έκριναν πως δεν είναι απαραίτητη η μεταφορά της στο νοσοκομείο.,0.2787,neutral
"Βρετανία-Covid-19: Στους 27.510 οι νεκροί από τον νέο κορονοϊό, 739 άνθρωποι έχασαν τη ζωή τους το τελευταίο 24ωρο","Η Βρετανία κατέγραψε σήμερα 739 νέους θανάτους από τη νόσο Covid-19, ένας αριθμός αυξημένος σε σχέση με χθες, με το σύνολο των νεκρών από τον νέο ...",-0.7172000000000001,negative
Covid-19: Πάνω από 1.000 νέα κρούσματα στο Ιράν,"Τα κρούσματα του νέου κορονοϊού ξεπέρασαν και πάλι το ημερήσιο όριο των 1.000 περιστατικών στο Ιράν, σύμφωνα με τα επίσημα στοιχεία που ...",0.0,neutral
Covid-19: Το Twitter συμβάλλει στις έρευνες για τον κορονοϊό,Το Twitter θα παραχωρήσει στους επιστήμονες και στους δημιουργούς λογισμικού πρόσβαση σε πραγματικό χρόνο στη ροή δεκάδων εκατ. tweets τα οποία ...,0.0,neutral
Covid-19: Ξεπέρασαν τους 3000 οι νεκροί στην Τουρκία,Σύμφωνα με τον Τούρκο υπουργό Υγείας Φαχρετίν Κοτζά η Τουρκία βρίσκεται στην κορύφωση της επιδημίας του κορονοϊού.,-0.3243,negative
COVID-19: Έφτασαν 81 οι νεκροί στην Ελλάδα - Ηλικιωμένη και 42χρονος τα νέα θύματα,"Άλλοι δύο ασθενείς που νοσηλεύονταν σε νοσοκομεία της Ελλάδας έφυγαν από τη ζωή το πρωί της Τρίτης, με αποτέλεσμα ο συνολικός αριθμός των νεκρών από ...",-0.79815,negative
Covid-19: Ξεπέρασαν τους 5.000 τα θύματα στην Βραζιλία,"Με 5.017 θανάτους εξαιτίας του κορονοϊού, η Βραζιλία έχει προ πολλού ξεπεράσει τον αριθμό των θυμάτων που καταγράφεται επισήμως στην Κίνα.",-0.2841,neutral
"Covid-19: Δύο νέα θύματα στην Κίνα, 63 κρούσματα","Η Εθνική Επιτροπή Υγείας, ανέβασε τον αριθμό των θυμάτων σε 3.335 από την ημέρα που ξέσπασε η πανδημία, ενώ παράλληλα ανακοίνωσε και 63 νέα ...",-0.45204999999999995,negative
Covid-19: Οι Αμερικανοί χάνουν την εμπιστοσύνη τους στον Τραμπ,"Οι Αμερικανοί εμφανίζονται να χάνουν την εμπιστοσύνη τους σε όσα λέει ο πρόεδρος Ντόναλντ Τραμπ σχετικά με την πανδημία του κορονοϊού, καθώς σχεδόν ...",0.1531,neutral
CIA και MI6 συνέταξαν επιστημονικό φάκελο για την συγκάλυψη ? ...,Πηγή: Russia Today Η επιθυμία της Δύσης να επιρρίψει την ευθύνη στην Κίνα (και πιθανότατα και το λογαριασμό) για την πανδημία του Covid-19 φέρεται να έχει.,0.20095,neutral
DW: Τι αποκαλύπτουν οι νεκροψίες για τον κορωνοϊό,"Σε όλες τις σύγχρονες μολυσματικές ασθένειες, η νεκροψία είναι ένα πολύ σημαντικό μέσο για τον προσδιορισμό της πορείας της νόσου, συμπεριλαμβανομένης ...",0.1358,neutral
Covid-19: Πρώτη φορά χωρίς κρούσμα η Νότια Κορέα | ΑΘΗΝΑ984,"Για πρώτη φορά από τον Φεβρουάριο, όταν και εξαπλώθηκε ο κορ0νοϊός στη χώρα, η Νότια Κορέα ανακοίνωσε πως δεν έχει ούτε ένα νέο κρούσμα.",0.0,neutral
«Σιωπηλή υποξία»: Αυτή που σκοτώνει ύπουλα ασθενείς με Covid-19,Το μυστήριο της «σιωπηλής υποξίας» που σκοτώνει ύπουλα μερικούς ασθενείς με Covid-19 και η χρησιμότητα του οξύμετρου στο σπίτι.,-0.41915,negative
Μοριακός έλεγχος ανίχνευσης του COVID-19 και στο νοσοκομείο Μυτιλήνης,"Ο έλεγχος πραγματοποιείται «σε ειδικό χώρο του νοσοκομείου, για περιστατικά που ορίζονται ως ύποπτα κρούσματα σύμφωνα με τις οδηγίες του ΕΟΔΥ.",0.10115,neutral
Covid-19: Ξεπέρασαν τους 6.000 οι νεκροί στη Γερμανία -Αυξήθηκε ο ημερήσιος αριθμός νέων κρουσμάτων,"Άλλοι 202 ασθενείς υπέκυψαν το τελευταίο 24ωρο λόγω του νέου κορονοϊού στη Γερμανία, από 163 το προηγούμενο, με το σύνολο νεκρών στη χώρα να φτάνει ...",-0.7281500000000001,negative
Γεμάτη προκλήσεις η επόμενη μέρα για τους τυχερούς ασθενείς με Covid-19 που αποσωληνώθηκαν στις ΜΕΘ,"Είναι οι «νικητές», οι «τυχεροί», εκείνοι οι ασθενείς με σοβαρή Covid-19, που πάλεψαν διασωληνωμένοι για τη ζωή τους, με μηχανική υποστήριξη της αναπνοής ...",0.38835,neutral
ΝΕ ΣΥΡΙΖΑ ΔΥΤΙΚΗΣ ΑΘΗΝΑΣ: Για τη λειτουργία δομών δημόσιας Υγείας στη Δυτική Αθήνα / Covid-19,ΔΕΛΤΙΟ ΤΥΠΟΥ. Για τη λειτουργία δομών δημόσιας Υγείας στη Δυτική Αθήνα / Covid-19. Η ΝΕ ΣΥΡΙΖΑ Δυτικής Αθήνας έχει συστήσει το Παρατηρητήριο Δυτικής ...,0.10115,neutral
Δωρεάν σεμινάρια: COVID-19 και καρκίνος του μαστού,Σειρά δωρεάν διαδικτυακών σεμιναρίων με θέμα COVID-19 και καρκίνος μαστού διοργανώνει ο Πανελλήνιος Σύλλογος Γυναικών με Καρκίνο Μαστού «Άλμα ...,-0.51555,negative
"Άδειες καρέκλες στις πλατείες - Σήμερα η διαμαρτυρία για τα εστιατόρια, καφέ και μπαρ","Σήμερα το βράδυ, ο κλάδος εστίασης της Ελλάδας θα συμμετέχει στην πανευρωπαϊκή διαμαρτυρία «άδειες καρέκλες» ζητώντας μέτρα για το οικονομικό πλήγμα ...",-0.4967,negative
